"numero","titre","chapitre","section","contenu"
"275","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Des peines et mesures accessoires ou complémentaires","Dans tous les cas prévus aux articles 253 à 260, les tribunaux ordonneront la confiscation des produits tirés de l'infraction, des biens mobiliers ou immobiliers dans lesquels ces produits ont été transformés ou convertis et à concurrence de la valeur desdits produits, des biens acquis légitimement auxquels lesdits produits ont été mêlés, ainsi que des revenus et autres avantages tirés de ces produits, des biens en lesquels ils ont été transformés ou investis ou des biens auxquels ils ont été mêlés à quelque personne que ces produits et ces biens appartiennent, à moins que les propriétaires n'établissent qu'ils ignoraient leur origine frauduleuse. Paragraphe 2 : Peines facultatives"
"276","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Des peines et mesures accessoires ou complémentaires","Dans les cas prévus aux articles 253 à 262, les tribunaux peuvent prononcer: 1) l'interdiction définitive du territoire, ou de séjour sur le territoire pour une durée de cinq (05) à dix (10) ans, contre tout étranger; 2) l'interdiction des droits civiques pour une durée d'un (01) à dix (10) an(s); 3) l'interdiction de quitter le territoire national et le retrait du passeport pour une durée d'un (01) à dix (10) an(s); 4) l'interdiction de conduire des véhicules à moteur, terrestres, marins et aériens, et le retrait des permis ou licence pour une durée d'un (01) à dix (10) an(s); 5) l'interdiction définitive ou pour une durée d'un (01) à dix (10) an(s) d'exercer la profession à l'occasion de laquelle l'infraction a été commise; 6) la confiscation de tout ou partie des biens d'origine licite du condamné, quelle qu'en soit la nature, meubles ou immeubles, divis ou indivis. Dans les cas prévus à l'article 255 point 1, la confiscation des ustensiles, matériels et meubles dont les lieux étaient garnis ou décorés. Dans les cas prévus aux articles 253, 254, 255 point 1,256,257,261 et 262, la fermeture pour une durée de six (06) mois à trois (03) ans de tous lieux ouverts au public ou utilisés par le public où ont été commises ces infractions par le propriétaire, le gérant, le directeur, l'exploitant, de fait ou de droit, de ces lieux, ou avec sa complicité, peut être prononcée, sans préjudice des peines prévues par l'article 54 du présent code en cas de condamnation d'une personne morale. Le retrait de la licence de débit de boissons ou de restaurant peut être prononcé pour la même période."
"277","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Des peines et mesures accessoires ou complémentaires","Sans préjudice, le cas échéant, des dispositions prévoyant des peines plus sévèresquiconque contreviendra à l'une des interdictions énumérées à l'article précédent ou à la fermeture de l'établissement prévue à l'alinéa 3 du même article, est puni d'une peine de cinq (05) à dix (10) ans de réclusion criminelle et d'une amende de cinq cent mille (500.000) à vingt millions (20.000.000) de francs CFA, ou de l'une de ces deux peines. Paragraphe 3 : Mesures de traitement"
"278","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Lorsque la personne poursuivie au titre des infractions prévues aux articles 267 à 269 est toxicomane, le tribunal peut le soumettre, en remplacement de la peine, à une mesure de traitement approprié à son état. Lorsque la personne poursuivie au titre des infractions prévues au présent chapitre, est en même temps toxicomane, le tribunal peut le soumettre, en complément de la peine, à une mesure de traitement approprié à son état. Celui qui se soustrait à ces mesures de traitement est puni d'une peine d'emprisonnement de un (01) à cinq (05) ans et à une amende de cinq cent mille (500.000) à dix millions (10.000.000) francs CFA ou à l'une de ces deux peines."
"279","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Toute personne dépositaire de l'autorité publique par son titre ou ses fonctions, agissant dans l'exercice de ses fonctions ou en usant de son titre ou de ses fonctions, qui, sciemment, ordonne ou commet une action tendant à priver illégalement une autre personne de sa liberté est punie d'une peine d'emprisonnement d'un (01) à cinq (05) an(s) et d'une amende d'un million (1.000.000) à cinq millions (5.000.000) de francs CFA. Lorsque la privation illégale de liberté consiste en une détention ou une rétention d'une durée de plus de sept jours, la peine est de trois (03) à cinq (05) ans d'emprisonnement et d'une amende de trois millions (3.000.000) à cinq millions (5.000.000) de francs CFA."
"280","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Toute personne dépositaire de l'autorité publique, par son titre ou ses fonctions, qui, ayant eu connaissance, dans l'exercice ou à l'occasion de l'exercice de ses fonctions ou de sa mission, d'une privation illégale de liberté, s'abstient volontairement soit d'y mettre fin si elle en a le pouvoir, soit, dans le cas contraire, de provoquer l'intervention d'une autorité compétente, est punie d'urie peine d'emprisonnement d'un (01) à trois (03) an(s) et d'une amende d'un million (1.000.000) à trois millions (3.000.000) de francs CFA ou de l'une de ces deux peines. La même peine est applicable lorsque la personne visée à l'alinéa précédent s'abstient volontairement soit de procéder aux vérifications nécessaires si elle en a le pouvoir, soit, dans le cas contraire, de transmettre la réclamation à une autorité compétente lorsque la privation de liberté, reconnue illégale, s'est poursuivie."
"281","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Tout agent de l'administration pénitentiaire, qui reçoit ou retient une personne sans mandat, jugement ou ordre d'écrou établi conformément à la loi, ou qui prolonge indûment la durée d'une détention, est puni d'une peine d'emprisonnement d'un (01) à cinq (05) an(s) et d'une amende d'un million (1.000.000) à cinq millions (5.000.000) de francs CFA ou de l'une de ces deux peines."
"282","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Le directeur d'un centre de traitement psychiatrique ou d'un centre de prise en charge agréé qui reçoit ou retient illégalement une personne hospitalisée est puni d'une peine d'emprisonnement d'un (01) à cinq (05) an(s) èt d'une amende d'un million (1.000.000) à cinq millions (5.000.000) de francs CFA ou de l'une de ces deux peines."
"283","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Toute personne qui arrête, détient ou retient, sans décision de l'autorité compétente et hormis les cas prévus par la loi, ou enlève ou séquestre une personne dans un lieu quelconque, est punie: 1) d'une peine d'emprisonnement de trois (03) à cinq (05) ans si la détention, l'arrestation ou la séquestration a duré plus d'un (01) mois; 2) d'une peine d'emprisonnement d'un (01) à trois (03) an(s) si elle dure moins d'un (01) mois."
"284","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Toute personne qui sciemment prête ou fournit un lieu pour exécuter la détention ou la séquestration, est punie des mêmes peines que l'auteur de cette détention ou séquestration."
"285","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Les auteurs des faits prévus aux articles 283 et 284 sont punis d'une peine de cinq (05) à (10) ans de réclusion criminelle si la victime est un enfant âgé de moins de dix- huit (18) ans."
"286","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Les auteurs des faits prévus aux articles 283 et 284 sont punis d'une peine de vingt (20) à trente (30) ans de réclusion criminelle: 1) s'ils se sont livrés à des actes de torture, de barbarie ou de violences sur la victime; 2) si la séquestration ou la détention a été opérée pour faciliter, préparer ou consommer une infraction contre. les biens ou pour exercer un chantage ou pour obtenir une rançon; 3) si la séquestration ou la détention a été opérée à des fins de mariage précoce ou forcé, à des fins de pratiques mystiques ou rituelles ou à toute autre fin illégale."
"287","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la liberté individuelle","","Les auteurs de la séquestration ou de la détention ayant entraîné la mort de la victime sont punis du maximum de la réclusion criminelle à temps. Sont punis des mêmes peines les auteurs de la séquestration ou de la détention opérée dans le but de faciliter un prélèvement d'organe."
"288","DES INFRACTIONS CONTRE LES PERSONNES","Des atteintes à la dignité humaine","Des atteintes à l'honneur","Les auteurs ou complices de séquestration ou de détention bénéficient des circonstances atténuantes, telles que prévues aux articles 36 et suivants, lorsqu'ils ont, sans condition, rendu la liberté à la victime saine et sauve avant le deuxième jour accompli depuis celui de l'arrestation, de la séquestration ou de la détention."
